0.5330265,0.8584652,-4.169692e-07,0.4522474,0.84531635,-0.004551885,0.38595784,0.8190458,-0.01948094,0.34170803,0.8181161,-0.036635395,0.3162092,0.83169276,-0.053973224,0.412001,0.7158454,-0.03650454,0.36541396,0.6816193,-0.06606908,0.32939398,0.7297415,-0.07426326,0.31737778,0.78273004,-0.076036625,0.44521546,0.728561,-0.049394526,0.37240183,0.8391118,-0.07858616,0.39062232,0.8921097,-0.07143917,0.41231218,0.8867722,-0.06323812,0.47797456,0.7669916,-0.06375361,0.40970233,0.88742405,-0.09488729,0.4275467,0.91794413,-0.08026929,0.4488673,0.89977396,-0.065189555,0.50471425,0.81330705,-0.07796891,0.44928798,0.90005046,-0.1033709,0.455608,0.92087626,-0.09738812,0.47234437,0.9044407,-0.0881019,1
0.49232286,0.5180697,-2.952037e-07,0.4283755,0.4611506,-0.001074724,0.40203047,0.40145493,-0.017725304,0.3790821,0.3544273,-0.038087487,0.3629061,0.3266058,-0.060621403,0.45576906,0.28815705,-0.028702313,0.42493337,0.20870553,-0.052087713,0.40855092,0.1499655,-0.067663245,0.39660305,0.096981466,-0.08075226,0.47094718,0.30041707,-0.04180996,0.3708092,0.33506626,-0.07139742,0.36197013,0.39300296,-0.07378042,0.37459967,0.42434102,-0.07434086,0.46987656,0.33922288,-0.05470517,0.37018168,0.38195932,-0.07865375,0.36431807,0.4356118,-0.067005605,0.3753828,0.46820676,-0.057762973,0.45944113,0.38734245,-0.06863855,0.37989843,0.41459268,-0.08811373,0.36515298,0.4518093,-0.08474642,0.36519438,0.475636,-0.079223484,1
0.49182937,0.51274294,-3.8085219e-07,0.423553,0.47832054,-0.0065555978,0.39253527,0.42556486,-0.020256404,0.37160105,0.3833328,-0.037635874,0.3539726,0.35031876,-0.057960846,0.42569315,0.29495385,-0.024723297,0.39523283,0.22239631,-0.04855121,0.37671795,0.161912,-0.06574363,0.36136904,0.11104216,-0.07890423,0.4521134,0.2976526,-0.03584362,0.36438936,0.3595675,-0.07545738,0.34994572,0.4339187,-0.08746883,0.35398567,0.4838354,-0.08901076,0.4659304,0.3304714,-0.046959378,0.37678894,0.39954174,-0.081562,0.36794528,0.46393374,-0.07729591,0.37307945,0.5099127,-0.066853404,0.47031546,0.37691474,-0.058954455,0.39843655,0.42429903,-0.08468337,0.38632697,0.46901423,-0.08245872,0.3871853,0.50354,-0.07360228,1
0.48427153,0.5475189,-4.4343912e-07,0.4314832,0.53599286,-0.015557204,0.38849857,0.49581623,-0.030751763,0.36039442,0.46456468,-0.047708083,0.33126974,0.44039723,-0.067138225,0.39882064,0.36183757,-0.03476647,0.36054313,0.28814968,-0.06379072,0.3370729,0.22954655,-0.08457844,0.32121488,0.17837305,-0.099953525,0.43522817,0.3486007,-0.042921208,0.3655918,0.4265662,-0.09102777,0.3583882,0.51376545,-0.10427892,0.36682296,0.57049006,-0.1036341,0.46496004,0.371412,-0.051970296,0.3924547,0.46415594,-0.09477218,0.38681123,0.53662276,-0.08883109,0.39223126,0.58437824,-0.07437971,0.4873725,0.41057825,-0.06265354,0.42749548,0.47550765,-0.09395485,0.41685572,0.5291813,-0.089214034,0.41714,0.56533,-0.07676122,1
0.48568055,0.551632,-4.2050624e-07,0.43667293,0.53894806,-0.017189037,0.39112017,0.49701512,-0.033049062,0.3623461,0.46409023,-0.050023906,0.33623692,0.44267517,-0.069391005,0.4038509,0.36743173,-0.03917829,0.3680476,0.289716,-0.070757836,0.3478241,0.22832045,-0.09352121,0.3347477,0.17570311,-0.11031864,0.4420082,0.35447317,-0.04748058,0.37315637,0.42779377,-0.098600015,0.36439452,0.5164073,-0.11179021,0.37191314,0.57462007,-0.11052401,0.47508344,0.3783399,-0.05688883,0.40519628,0.46790147,-0.10190496,0.39590636,0.539551,-0.0955276,0.39847216,0.58714104,-0.080526136,0.5014736,0.41760853,-0.06807551,0.44476208,0.47800764,-0.101447016,0.4305969,0.53316563,-0.09629714,0.42789295,0.5698809,-0.08341338,1
0.4880464,0.5636343,-3.593083e-07,0.43737838,0.54188263,-0.020112526,0.39163586,0.49483865,-0.03859125,0.36091775,0.46094385,-0.05810676,0.3396944,0.44327563,-0.08002963,0.40743953,0.36912417,-0.04246605,0.3765572,0.2826804,-0.075643815,0.36033466,0.21617293,-0.09836796,0.35042676,0.16052403,-0.11493837,0.44876757,0.35929242,-0.050802816,0.37778482,0.4256517,-0.105398014,0.3634928,0.5115917,-0.11959779,0.36548892,0.5716538,-0.118409246,0.48284334,0.38561383,-0.060559396,0.41000217,0.4739343,-0.10926026,0.39923137,0.5441275,-0.103889324,0.39907932,0.5919914,-0.08869696,0.5091722,0.42576334,-0.07220381,0.45005015,0.48618805,-0.10645681,0.43578985,0.5405371,-0.101043686,0.43187353,0.57699645,-0.087859504,1
0.49399313,0.56836045,-3.0595282e-07,0.44210318,0.5514475,-0.020387761,0.39807558,0.5040913,-0.036959995,0.3690852,0.46493024,-0.054466978,0.3449499,0.43149173,-0.07394979,0.41358793,0.3713561,-0.03971168,0.38623005,0.28558528,-0.075427905,0.3729021,0.2175967,-0.0993085,0.36591518,0.1621157,-0.1154289,0.45356134,0.36170846,-0.046953138,0.38083893,0.42350793,-0.1069822,0.36661085,0.50952864,-0.12348958,0.36908612,0.5717497,-0.121212,0.48657826,0.38678524,-0.055900324,0.41453525,0.47868577,-0.109509945,0.40552256,0.55207413,-0.10615627,0.40655184,0.6006821,-0.08948801,0.5108565,0.42621326,-0.06652465,0.4514117,0.48906052,-0.104589,0.43939042,0.5444452,-0.101759516,0.4371848,0.57847023,-0.08837876,1
0.505811,0.5599746,-2.9359614e-07,0.45325685,0.5404478,-0.017167049,0.41363317,0.48784527,-0.031737927,0.38732564,0.44546965,-0.04726794,0.35773212,0.41618967,-0.06547676,0.43550262,0.3629759,-0.037690368,0.40946117,0.27997088,-0.070513226,0.39510688,0.21297425,-0.093673326,0.38664854,0.15722804,-0.110239856,0.47338527,0.3576302,-0.046290662,0.39032507,0.41287595,-0.10096783,0.37215424,0.49486426,-0.11584677,0.3730592,0.55548024,-0.11425964,0.5013191,0.38699126,-0.056176975,0.41587132,0.4714626,-0.104133725,0.4053021,0.54170305,-0.099242024,0.4072503,0.59012437,-0.083646946,0.52014655,0.4307643,-0.067694314,0.4508697,0.49065214,-0.10286364,0.43699554,0.5440281,-0.09956252,0.43503574,0.5777191,-0.087092504,1
0.5004171,0.5516021,-3.3688582e-07,0.44247636,0.52459955,-0.017900879,0.40828246,0.47148877,-0.033267643,0.3868639,0.4269728,-0.048889697,0.36460453,0.38731614,-0.06733015,0.43926108,0.3479982,-0.042502314,0.41484165,0.27049696,-0.07309014,0.40212968,0.20497175,-0.09494565,0.39384133,0.1486614,-0.11110782,0.47470433,0.34925964,-0.050068326,0.38499954,0.40595305,-0.09742055,0.36076027,0.4832043,-0.11031944,0.3565881,0.5411989,-0.11053022,0.49656415,0.38590717,-0.05837849,0.40391704,0.46443778,-0.09932055,0.3897764,0.5268381,-0.09379084,0.3899094,0.5717877,-0.08078389,0.5081471,0.43696958,-0.06851053,0.4358904,0.48839182,-0.100044444,0.42008552,0.53241664,-0.096905045,0.41659015,0.5637645,-0.08598846,1
0.4968984,0.55561507,-3.3296448e-07,0.43206632,0.5272281,-0.016042698,0.3988775,0.47557184,-0.032418888,0.37787005,0.43252453,-0.049814403,0.35449302,0.39193743,-0.070168376,0.4323283,0.34849527,-0.041750897,0.40397608,0.27312377,-0.07302879,0.3895041,0.2084959,-0.095186904,0.37900662,0.1533504,-0.11124708,0.46541986,0.3527754,-0.05036099,0.37481448,0.4072953,-0.09756405,0.3519466,0.4837861,-0.11045013,0.34994572,0.5407835,-0.11123887,0.48430175,0.38988972,-0.05974692,0.3922011,0.4650383,-0.10032473,0.37832132,0.5277291,-0.095218495,0.3794756,0.5723475,-0.08304789,0.4929905,0.4406854,-0.07077015,0.42082882,0.49145386,-0.10133467,0.4067351,0.5341135,-0.098888874,0.40516913,0.56484526,-0.08909382,1
